time_hour,Tenv_mpc,Tair_mpc,Tout,Qsg,Qint,sat_mpc,zat_mpc,lb,ub,reward_mpc,energy_step_mpc_kwh,energy_cumulative_mpc_kwh,temp_exceed_step_mpc_degC_hr,temp_exceed_cumulative_mpc_degC_hr,violation_hours_cumulative_mpc,solver_success,solver_used_fallback,solver_time_sec,solver_iterations,solver_function_evaluations,solver_objective,solver_message
19.5,23.311669026834537,22.7844370263583,23.0,8.745,50.0,14.5,23.0,22.0,24.0,-0.0005208619164875804,0.031251714989254824,2.516287659086728,0.0,0.0,0.0,True,False,0.007516417001170339,1,13,0.002417579163727099,Optimization terminated successfully
20.0,23.217059616275154,22.82702516355532,22.0,6.411886343,50.0,14.5,23.0,22.0,24.0,-0.0004536211363011531,0.027217268178069187,2.5435049272647974,0.0,0.0,0.0,True,False,0.007631207998201717,1,13,0.0022801798604776655,Optimization terminated successfully
20.5,23.1411336016371,22.85509740365557,22.0,0.0,50.0,14.5,23.0,22.0,24.0,-0.00039076519727463966,0.02344591183647838,2.566950839101276,0.0,0.0,0.0,True,False,0.007925124999019317,1,13,0.002229941701505019,Optimization terminated successfully
21.0,23.08163798579568,22.885946705397142,22.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.000343963533712755,0.020637812022765302,2.587588651124041,0.0,0.0,0.0,True,False,0.008097165999060962,1,13,0.0022612808449856596,Optimization terminated successfully
21.5,23.016172909822256,22.91205198992166,21.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0003341393913602311,0.020048363481613866,2.607637014605655,0.0,0.0,0.0,True,False,0.008256666998931905,1,13,0.002356487194602225,Optimization terminated successfully
22.0,22.964250340789157,22.916945159182834,21.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0003742276918525269,0.022453661511151614,2.6300906761168066,0.0,0.0,0.0,True,False,0.008433333001448773,1,13,0.002477049773023747,Optimization terminated successfully
22.5,22.91861880704369,22.895209320104446,21.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0003834621459477804,0.023007728756866824,2.653098404873673,0.0,0.0,0.0,True,False,0.008353375000297092,1,13,0.0025716645293357944,Optimization terminated successfully
23.0,22.877174206200877,22.87380277141585,21.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.00040338295844779014,0.02420297750686741,2.6773013823805405,0.0,0.0,0.0,True,False,0.0083786670002155,1,13,0.002669914482243736,Optimization terminated successfully
23.5,22.839457173888338,22.854240688420493,21.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0004221027498484878,0.02532616499090927,2.7026275473714496,0.0,0.0,0.0,True,False,0.008224291999795241,1,13,0.002759956434320162,Optimization terminated successfully
24.0,22.805129940496723,22.836432779271135,21.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.00043916902467985386,0.02635014148079123,2.728977688852241,0.0,0.0,0.0,True,False,0.007984416002727812,1,13,0.0028511293694787193,Optimization terminated successfully
24.5,22.773885706291043,22.820224129251223,21.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0004547033144381284,0.027282198866287705,2.756259887718529,0.0,0.0,0.0,True,False,0.00831066700266092,1,13,0.0029424503245983717,Optimization terminated successfully
25.0,22.745448490883103,22.80547161149191,21.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.00046884251086871785,0.02813055065212307,2.784390438370652,0.0,0.0,0.0,True,False,0.008341624998138286,1,13,0.0030349400467401116,Optimization terminated successfully
25.5,22.719566595123013,22.79204467129676,21.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.00048171161061767313,0.02890269663706039,2.8132931350077124,0.0,0.0,0.0,True,False,0.008309625001857057,1,13,0.0031193973637966862,Optimization terminated successfully
26.0,22.696009304267964,22.77982380444592,21.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0004934239766094478,0.02960543859656687,2.842898573604279,0.0,0.0,0.0,True,False,0.008288999997603241,1,13,0.0031973580465499175,Optimization terminated successfully
