row_index,T_env_measured,T_env_predicted,T_env_error,T_zone_measured,T_zone_predicted,T_zone_error,T_env_start,T_zone_start,T_out_start,T_out_end,T_cor_start,T_cor_end,Qsg_start,Qsg_end,Qint_start,Qint_end,Q_HVAC_total_est_W,dt_seconds,envelope_abs_error,zone_abs_error,combined_abs_error
111,22.61927795410156,22.594526953218285,-0.024751000883274088,22.87150764465332,22.46450360904261,-0.4070040356107114,22.58678436279297,22.61956024169922,20.300003051757812,21.10000228881836,24.0,24.0,60.47298431396485,172.31527709960938,50.0,180.0,-395.84228821739543,1800.0,0.024751000883274088,0.4070040356107114,0.4317550364939855
112,22.660829544067383,22.697457531592335,0.03662798752495178,22.93788146972656,22.780855506566077,-0.157025963160482,22.61927795410156,22.87150764465332,21.10000228881836,21.700000762939453,24.0,24.0,172.31527709960938,122.26685333251952,180.0,180.0,-328.962497552451,1800.0,0.03662798752495178,0.157025963160482,0.19365395068543378
113,22.775413513183594,22.783144516521613,0.007731003338019349,23.22676467895508,22.708855544425543,-0.517909134529539,22.660829544067383,22.93788146972656,21.700000762939453,22.39999771118164,24.0,24.0,122.26685333251952,330.8368225097656,180.0,180.0,-383.19675836252566,1800.0,0.007731003338019349,0.517909134529539,0.5256401378675584
114,22.889881134033203,22.954632483681284,0.06475134964808049,23.199050903320312,22.713046487235626,-0.48600441608468614,22.775413513183594,23.22676467895508,22.39999771118164,22.900001525878903,24.0,24.0,330.8368225097656,326.0023193359375,180.0,180.0,-442.5278008505202,1800.0,0.06475134964808049,0.48600441608468614,0.5507557657327666
115,23.0391902923584,23.092775355685237,0.05358506332683888,23.364133834838867,22.580348249786667,-0.7837855850522004,22.889881134033203,23.199050903320312,22.900001525878903,23.299999237060547,24.0,24.0,326.0023193359375,509.540283203125,180.0,180.0,-536.7390174574041,1800.0,0.05358506332683888,0.7837855850522004,0.8373706483790393
116,23.184818267822266,23.28539454012287,0.10057627230060362,23.372055053710938,22.56146905113618,-0.8105860025747589,23.0391902923584,23.364133834838867,23.299999237060547,23.699996948242188,24.0,24.0,509.540283203125,540.7645263671875,180.0,180.0,-605.6952532874328,1800.0,0.10057627230060362,0.8105860025747589,0.9111622748753625
117,23.33583641052246,23.44004321777275,0.1042068072502893,23.404685974121097,22.4289709555417,-0.9757150185793968,23.184818267822266,23.372055053710938,23.699996948242188,24.099998474121097,24.0,24.0,540.7645263671875,650.1593627929688,180.0,180.0,-708.9469638498416,1800.0,0.1042068072502893,0.9757150185793968,1.079921825829686
118,23.467548370361328,23.601883746208298,0.13433537584696964,23.342140197753903,22.34078725578745,-1.0013529419664522,23.33583641052246,23.404685974121097,24.099998474121097,24.400001525878903,24.0,24.0,650.1593627929688,679.3646240234375,180.0,180.0,-796.4380891685279,1800.0,0.13433537584696964,1.0013529419664522,1.1356883178134218
119,23.58818244934082,23.728261688906045,0.1400792395652246,23.314332962036133,22.24577330848636,-1.068559653549773,23.467548370361328,23.342140197753903,24.400001525878903,24.800003051757812,24.0,24.0,679.3646240234375,729.58349609375,180.0,180.0,-872.0081014597213,1800.0,0.1400792395652246,1.068559653549773,1.2086388931149976
120,23.69363784790039,23.859921875352708,0.16628402745231696,23.37378692626953,22.35932021554585,-1.0144667107236813,23.58818244934082,23.314332962036133,24.800003051757812,25.0,24.0,24.0,729.58349609375,739.3866577148438,180.0,180.0,-851.9967464847286,1800.0,0.16628402745231696,1.0144667107236813,1.1807507381759983
121,23.79888153076172,23.964673107423398,0.16579157666167887,23.45941925048828,22.449239928899942,-1.010179321588339,23.69363784790039,23.37378692626953,25.0,25.300003051757812,24.0,24.0,739.3866577148438,730.318603515625,180.0,180.0,-841.7023812505829,1800.0,0.16579157666167887,1.010179321588339,1.1759708982500179
122,23.89866065979004,24.062074133003755,0.16341347321371558,23.509349822998047,22.50770605100063,-1.0016437719974185,23.79888153076172,23.45941925048828,25.300003051757812,25.5,24.0,24.0,730.318603515625,718.6380615234375,180.0,180.0,-846.3547481652082,1800.0,0.16341347321371558,1.0016437719974185,1.165057245211134
123,23.97422981262207,24.137899286704965,0.16366947408289434,23.47589111328125,22.5783495985229,-0.8975415147583483,23.89866065979004,23.509349822998047,25.5,25.70000457763672,24.0,24.0,718.6380615234375,649.7882690429688,180.0,180.0,-839.2892373772739,1800.0,0.16366947408289434,0.8975415147583483,1.0612109888412427
