row_index,time_hour_start,time_hour_end,dt_seconds,T_env_start,T_zone_start,T_cor_state_start,T_out_state_start,Qsg_state_start,Qint_state_start,hour_sin_start,hour_cos_start,SAT_sp_requested,ZAT_sp_requested,SAT_sp,ZAT_sp,integral_error_start,prev_zat_sp_start,damper_signal_prev_start,m_fan_start,T_cor_used,T_out_used,Qsg_used,Qint_used,Hour_used,T_env_end,T_zone_end,integral_error_end,prev_zat_sp_end,damper_signal_end,m_fan_end,Mode,ReheatSignal_end,Q_reheat_end_W,reward,done,TotalEnergy_kWh,CoolingEnergy_kWh,HeatingEnergy_kWh,ReheatEnergy_kWh,FanEnergy_kWh,ComfortPeriod,ComfortLB,ComfortUB,TempExceed_degC,T_env_end_normalized,T_zone_end_normalized
123,17725.5,17726,1800,23.3822555542,22.9149913788,24,25.5,718.638061523,180,-0.258819043636,-0.965925812721,13.9463033676,18.4664211273,13.9463033676,18.4664211273,2609.77959528,18.4664211273,100,0.317974642857,24,25.7,649.7882838,180,14,23.4561639984,22.8701845665,2609.77959528,18.4664211273,100,0.317974642857,cooling,0,0,-0.00204816707046,False,0.122890024228,0.0404609678636,0,0,0.0824290563639,day,22,24,0,0.384461820126,0.605398833752
124,17726,17726.5,1800,23.4561634064,22.8701858521,24,25.7000045776,649.788269043,180,-0.5,-0.866025388241,13.9463033676,18.4664211273,13.9463033676,18.4664211273,2609.77959528,18.4664211273,100,0.317974642857,24,25.8,619.4570317,180,14,23.5128943656,22.8590964299,2609.77959528,18.4664211273,100,0.317974642857,cooling,0,0,-0.00203963114616,False,0.12237786877,0.0399488124058,0,0,0.0824290563639,day,22,24,0,0.386082708836,0.604545891285
125,17726.5,17727,1800,23.5128936768,22.8590965271,24,25.8000030518,619.45703125,180,-0.5,-0.866025388241,14.5,20,14.5,20,2609.77959528,18.4664211273,100,0.317974642857,24,25.9,494.5346672,180,15,23.5696027297,22.9135049768,3631.99316887,20,99.1999590038,0.316078260539,cooling,0,0,-0.00154966873136,False,0.0929801238817,0.0322189081416,0,0,0.0607612157401,day,22,24,0,0.387702941895,0.608731150627
126,17727,17727.5,1800,23.5696029663,22.9135055542,24,25.9000015259,494.534667969,180,-0.707106769085,-0.707106769085,14.5,20,14.5,20,3631.99316887,20,99.1999590038,0.316078260539,24,25.8,434.2262578,180,15,23.5732621921,22.7712397945,3631.99316887,20,100,0.317974642857,cooling,0,0,-0.00199688330614,False,0.119812998368,0.0373839420043,0,0,0.0824290563639,day,22,24,0,0.387807488441,0.597787678242
127,17727.5,17728,1800,23.573261261,22.7712402344,24,25.8000030518,434.226257324,180,-0.707106769085,-0.707106769085,14.5,20,14.5,20,3631.99316887,20,100,0.317974642857,24,25.7,276.8261154,180,16,23.5226239728,22.546266301,3631.99316887,20,100,0.317974642857,cooling,0,0,-0.00198915468783,False,0.11934928127,0.0369202249061,0,0,0.0824290563639,day,22,24,0,0.386360675097,0.580482006073
128,17728,17728.5,1800,23.5226249695,22.5462665558,24,25.7000045776,276.82611084,180,-0.866025388241,-0.5,14.5,20,14.5,20,3631.99316887,20,100,0.317974642857,24,25.2,212.85395,180,16,23.4389718052,22.4147163653,3631.99316887,20,100,0.317974642857,cooling,0,0,-0.00200736293716,False,0.120441776229,0.0380127198655,0,0,0.0824290563639,day,22,24,0,0.383970618248,0.57036280632
129,17728.5,17729,1800,23.4389724731,22.4147167206,24,25.1999969482,212.853942871,180,-0.866025388241,-0.5,16,24,16,24,3631.99316887,20,100,0.317974642857,24,24.7,128.9326669,180,17,23.4747688174,23.7506753657,0,24,0,0.080939,heating,0.10029863659,30.0895909771,-0.000945111727789,False,0.0567067036674,0.00648592556637,0,0.0419208430435,0.00829993505753,day,22,24,0,0.38499340415,0.673128902912
130,17729,17729.5,1800,23.4747695923,23.7506752014,24,24.6999969482,128.932662964,180,-0.965925812721,-0.258819043636,16,24,16,24,0,24,0,0.080939,24,23.7,90.98752998,180,17,23.5364368028,23.8054717776,0,24,0,0.080939,heating,0.0668314806805,20.0494442042,-0.000469732873064,False,0.0281839723838,0.00757808240557,0,0.0123059549207,0.00829993505753,day,22,24,0,0.386755347252,0.677343964577
131,17729.5,17730,1800,23.5364379883,23.8054714203,24,23.6999969482,90.9875259399,180,-0.965925812721,-0.258819043636,16,24,16,24,0,24,0,0.080939,24,22.8,56.595,50,18,23.5427173187,23.549386651,0,24,0,0.080939,heating,0.147189493762,44.1568481286,-0.000599819731527,False,0.0359891838916,0.00795984338774,0,0.0197294054463,0.00829993505753,day,22,24,0,0.386934787035,0.657645106316
132,17730,17730.5,1800,23.54271698,23.5493850708,24,22.8000030518,56.594997406,50,-1,0,16,24,16,24,0,24,0,0.080939,24,22.8,40.59,50,18,23.5321838441,23.5125473791,0,24,0,0.080939,heating,0.161806643661,48.5419930984,-0.000706485810402,False,0.0423891486241,0.00783760683858,0,0.026251606728,0.00829993505753,day,22,24,0,0.386633813381,0.654811322689
133,17730.5,17731,1800,23.5321846008,23.5125465393,24,22.8000030518,40.5900001526,50,-1,0,17.7000007629,18,17.7000007629,18,0,24,0,0.080939,24,20.4,25.245,50,19,23.3876518343,22.6091267731,1653.76396179,18,100,0.317974642857,cooling,0,0,-0.00189818328189,False,0.113890996914,0.0356138393167,0,0,0.0782771575969,day,22,24,0,0.382504343987,0.58531743288
134,17731,17731.5,1800,23.3876533508,22.6091270447,24,20.4000015259,25.2449989319,50,-0.965925812721,0.258819103241,17.7000007629,18,17.7000007629,18,1653.76396179,18,100,0.317974642857,24,19.2,11.88,50,19,23.1863638953,22.4376819304,1653.76396179,18,99.9373365504,0.317826108147,cooling,0,0,-0.00195573370644,False,0.117344022387,0.0349320709986,0,0,0.0824119513879,day,22,24,0,0.376753240824,0.572129368782
135,17731.5,17732,1800,23.1863632202,22.4376811981,24,19.2000007629,11.8800001144,50,-0.965925812721,0.258819103241,17.7000007629,18,17.7000007629,18,1653.76396179,18,99.9373365504,0.317826108147,24,18.1,15.52479867,50,20,22.9792985335,22.3307921233,2985.06832123,18,100,0.317974642857,cooling,0,0,-0.00195677508443,False,0.117406505066,0.0350753663401,0,0,0.0823311387255,day,22,24,0,0.3708370924,0.563907086849
136,17732,17732.5,1800,22.9792976379,22.3307914734,24,18.0999984741,15.5247983932,50,-0.866025388241,0.5,17.7000007629,18,17.7000007629,18,2985.06832123,18,100,0.317974642857,24,17.6,0,50,20,22.7762045415,22.2044751885,2985.06832123,18,100,0.317974642857,cooling,0,0,-0.0019498380858,False,0.116990285148,0.0345612287843,0,0,0.0824290563639,day,22,24,0,0.365034401417,0.554190397263
137,17732.5,17733,1800,22.7762031555,22.2044754028,24,17.6000022888,0,50,-0.866025388241,0.5,13.6181669235,18.1816959381,13.6181669235,18.1816959381,2985.06832123,18,100,0.317974642857,24,17.1,0,50,21,22.4999909523,21.2888687493,2985.06832123,18.1816959381,100,0.317974642857,cooling,0,0,-0.00234039809531,False,0.140423885719,0.0579948293547,0,0,0.0824290563639,night,15,28,0,0.357142597437,0.483759135008
138,17733,17733.5,1800,22.4999904633,21.2888679504,24,17.0999984741,0,50,-0.707106769085,0.70710682869,13.6181669235,18.1816959381,13.6181669235,18.1816959381,2985.06832123,18.1816959381,100,0.317974642857,24,16.7,0,50,21,22.20398178,21.0877565128,2985.06832123,18.1816959381,100,0.317974642857,cooling,0,0,-0.00228686132382,False,0.137211679429,0.0547826230655,0,0,0.0824290563639,night,15,28,0,0.348685204983,0.468288958073
139,17733.5,17734,1800,22.2039833069,21.0877571106,24,16.7000007629,0,50,-0.707106769085,0.70710682869,13.6181669235,18.1816959381,13.6181669235,18.1816959381,2985.06832123,18.1816959381,100,0.317974642857,24,16.3,0,50,22,21.9239740935,20.935800982,2985.06832123,18.1816959381,100,0.317974642857,cooling,0,0,-0.00226778421861,False,0.136067053117,0.0536379967529,0,0,0.0824290563639,night,15,28,0,0.340684980154,0.45660007
140,17734,17734.5,1800,21.9239730835,20.9358005524,24,16.3000030518,0,50,-0.5,0.866025447845,13.6181669235,18.1816959381,13.6181669235,18.1816959381,2985.06832123,18.1816959381,100,0.317974642857,24,15.9,0,50,22,21.6605434727,20.7961830082,3782.88904311,18.1816959381,100,0.317974642857,cooling,0,0,-0.00224768808189,False,0.134861284914,0.0525597860377,0,0,0.0823014988759,night,15,28,0,0.333158373833,0.445860236883
141,17734.5,17735,1800,21.6605434418,20.7961826324,24,15.9000015259,0,50,-0.5,0.866025447845,17.7000007629,18,17.7000007629,18,3782.88904311,18.1816959381,100,0.317974642857,24,15.5,0,50,23,21.492529249,21.4734414936,3782.88904311,18,100,0.317974642857,cooling,0,0,-0.00182630604015,False,0.109578362409,0.0271493060452,0,0,0.0824290563639,night,15,28,0,0.328357964754,0.4979570508
142,17735,17735.5,1800,21.4925289154,21.4734420776,24,15.5,0,50,-0.258819043636,0.965925812721,17.7000007629,18,17.7000007629,18,3782.88904311,18,100,0.317974642857,24,15.1,0,50,23,21.3674144657,21.4503019852,3782.88904311,18,100,0.317974642857,cooling,0,0,-0.00185627800912,False,0.111376680547,0.0289476241834,0,0,0.0824290563639,night,15,28,0,0.324783265591,0.496177077293
143,17735.5,17736,1800,21.3674144745,21.450302124,24,15.1000022888,0,50,-0.258819043636,0.965925812721,17.7000007629,18,17.7000007629,18,3782.88904311,18,100,0.317974642857,24,14.7,0,50,0,21.2474715631,21.3895239017,3782.88904311,18,100,0.317974642857,cooling,0,0,-0.00184858209926,False,0.110914925956,0.0284858695919,0,0,0.0824290563639,night,15,28,0,0.321356326342,0.491501837969
144,17736,17736.5,1800,21.2474708557,21.3895244598,24,14.6999969482,0,50,0,1,17.7000007629,18,17.7000007629,18,3782.88904311,18,100,0.317974642857,24,14.4,0,50,0,21.132298023,21.3286921335,3782.88904311,18,100,0.317974642857,cooling,0,0,-0.00183898504294,False,0.110339102576,0.0279100462125,0,0,0.0824290563639,night,15,28,0,0.318065643311,0.486822485924
145,17736.5,17737,1800,21.1322975159,21.3286933899,24,14.4000015259,0,50,0,1,17.7000007629,18,17.7000007629,18,3782.88904311,18,100,0.317974642857,24,14.1,0,50,1,21.0213565706,21.2699975724,3782.88904311,18,100,0.317974642857,cooling,0,0,-0.00182916905494,False,0.109750143296,0.0273210869324,0,0,0.0824290563639,night,15,28,0,0.314895898104,0.482307493687
146,17737,17737.5,1800,21.0213565826,21.2699966431,24,14.0999984741,0,50,0.258819103241,0.965925812721,16,26,16,26,3782.88904311,18,100,0.317974642857,24,13.9,0,50,1,21.0231254602,22.3397181832,0,26,0,0.080939,heating,1,300,-0.00304337772284,False,0.18260266337,0.00763606164609,0,0.166666666667,0.00829993505753,night,15,28,0,0.314946442842,0.564593732357
147,17737.5,17738,1800,21.0231246948,22.339717865,24,13.8999977112,0,50,0.258819103241,0.965925812721,16,26,16,26,0,26,0,0.080939,24,13.7,0,50,2,21.0799693001,22.4761999756,0,26,0,0.080939,heating,1,300,-0.00305390927863,False,0.183234556718,0.00826795499346,0,0.166666666667,0.00829993505753,night,15,28,0,0.316570550203,0.575092315674
148,17738,17738.5,1800,21.0799694061,22.4762001038,24,13.6999969482,0,50,0.5,0.866025447845,17.7000007629,26,17.7000007629,26,0,26,0,0.080939,24,13.5,0,50,2,21.1434850602,22.6181238672,0,26,0,0.080939,heating,1,300,-0.00302344535515,False,0.181406721309,0.0064401195848,0,0.166666666667,0.00829993505753,night,15,28,0,0.318385273218,0.586009502411
149,17738.5,17739,1800,21.1434841156,22.6181240082,24,13.5,0,50,0.5,0.866025447845,17.7000007629,26,17.7000007629,26,0,26,0,0.080939,24,13.3,0,50,3,21.2040595437,22.6671754285,0,26,0,0.080939,heating,1,300,-0.00302482397571,False,0.181489438543,0.00652283681848,0,0.166666666667,0.00829993505753,night,15,28,0,0.320115983486,0.589782714844
150,17739,17739.5,1800,21.2040596008,22.667175293,24,13.2999992371,0,50,0.70710682869,0.70710682869,14.5,26,14.5,26,0,26,0,0.080939,24,13,0,50,3,21.2376303367,22.5195699916,0,26,0,0.080939,heating,1,300,-0.00308209805798,False,0.184925883479,0.00995928175449,0,0.166666666667,0.00829993505753,night,15,28,0,0.32107514143,0.578428447247
151,17739.5,17740,1800,21.2376289368,22.519569397,24,13,0,50,0.70710682869,0.70710682869,14.5,26,14.5,26,0,26,0,0.080939,24,12.7,0,50,4,21.2535436293,22.5155406447,0,26,0,0.080939,heating,1,300,-0.00307903025506,False,0.184741815303,0.00977521357922,0,0.166666666667,0.00829993505753,night,15,28,0,0.32152980566,0.578118503094
152,17740,17740.5,1800,21.2535438538,22.5155410767,24,12.7000007629,0,50,0.866025447845,0.5,14.5,26,14.5,26,0,26,0,0.080939,24,12.4,0,50,4,21.2616591229,22.5209171113,0,26,0,0.080939,heating,1,300,-0.00307710414195,False,0.184626248517,0.00965964679284,0,0.166666666667,0.00829993505753,night,15,28,0,0.321761697531,0.578532099724
153,17740.5,17741,1800,21.2616596222,22.5209178925,24,12.3999977112,0,50,0.866025447845,0.5,14.5,26,14.5,26,0,26,0,0.080939,24,12,0,50,5,21.2613916839,22.5227900763,0,26,0,0.080939,heating,1,300,-0.00307429150272,False,0.184457490163,0.00949088843884,0,0.166666666667,0.00829993505753,night,15,28,0,0.321754038334,0.57867616415
154,17741,17741.5,1800,21.261390686,22.5227890015,24,12,0,50,0.965925812721,0.258819103241,12.8000001907,26,12.8000001907,26,0,26,0,0.080939,24,13.1,1.98,50,5,21.2741074077,22.4370724956,0,26,0,0.080939,heating,1,300,-0.00311164790532,False,0.186698874319,0.0117322725951,0,0.166666666667,0.00829993505753,night,15,28,0,0.322117358446,0.572082519531
155,17741.5,17742,1800,21.2741088867,22.4370727539,24,13.0999984741,1.98000001907,50,0.965925812721,0.258819103241,12.8000001907,26,12.8000001907,26,0,26,0,0.080939,24,14.1,63.894325,50,6,21.3186584948,22.5349059633,0,26,0,0.080939,heating,1,300,-0.00311775404114,False,0.187065242469,0.0120986407445,0,0.166666666667,0.00829993505753,night,15,28,0,0.323390245438,0.579608142376
156,17742,17742.5,1800,21.3186588287,22.5349063873,24,14.0999984741,63.8943252563,50,1,0,12.8000001907,26,12.8000001907,26,0,26,0,0.080939,24,15.2,26.07,50,6,21.3739642129,22.520216932,0,26,0,0.080939,heating,1,300,-0.00312202893952,False,0.187321736371,0.0123551346471,0,0.166666666667,0.00829993505753,night,15,28,0,0.324970394373,0.578478217125
157,17742.5,17743,1800,21.3739624023,22.5202178955,24,15.2000007629,26.0700016022,50,1,0,16,22,16,22,0,26,0,0.080939,24,16.3,111.4428186,50,7,21.4172496638,22.1246019095,525.196327912,22,11.834582685,0.108991179147,cooling,0,0,-0.000362107932838,False,0.0217264759703,0.0115736946114,0,0,0.0101527813589,day,22,24,0,0.326207131147,0.548046290874
158,17743,17743.5,1800,21.4172496796,22.1246013641,24,16.3000030518,111.442817688,50,0.965925812721,-0.258819043636,16,22,16,22,525.196327912,22,11.834582685,0.108991179147,24,17.2,57.915,50,7,21.4331127907,22.0061273675,621.280728577,22,12.5277051297,0.110634126389,cooling,0,0,-0.000376200339228,False,0.0225720203537,0.011864662159,0,0,0.0107073581947,day,22,24,0,0.326660364866,0.538932859898
159,17743.5,17744,1800,21.4331130981,22.0061264038,24,17.1999969482,57.9150009155,50,0.965925812721,-0.258819043636,16,22,16,22,621.280728577,22,12.5277051297,0.110634126389,24,18.1,169.0888447,180,8,21.5127693371,22.3603859489,1042.10481658,22,24.0325509632,0.137904711671,cooling,0,0,-0.000439162989493,False,0.0263497793696,0.0140653079356,0,0,0.012284471434,day,22,24,0,0.32893627882,0.566183507442
160,17744,17744.5,1800,21.5127696991,22.3603858948,24,18.0999984741,169.08883667,180,0.866025447845,-0.5,14.5,22,14.5,22,1042.10481658,22,24.0325509632,0.137904711671,24,18.8,119.5705731,180,8,21.5764429883,22.1305508372,1453.57137231,22,30.3749561381,0.152938472549,cooling,0,0,-0.000614406615903,False,0.0368643969542,0.0212335565852,0,0,0.015630840369,day,22,24,0,0.330755501986,0.548503935337
161,17744.5,17745,1800,21.5764427185,22.1305503845,24,18.8000030518,119.570571899,180,0.866025447845,-0.5,14.5,22,14.5,22,1453.57137231,22,30.3749561381,0.152938472549,24,19.4,330.3370582,180,9,21.6861251812,22.3331932662,1941.28585856,22,41.8495126383,0.180137261315,cooling,0,0,-0.000730961976922,False,0.0438577186153,0.0246579809004,0,0,0.0191997377149,day,22,24,0,0.333889305592,0.564091801643
162,17745,17745.5,1800,21.686126709,22.3331928253,24,19.4000015259,330.337036133,180,0.70710682869,-0.707106769085,17.2520446777,23.59765625,17.2520446777,23.59765625,1941.28585856,22,41.8495126383,0.180137261315,24,20,324.7283306,180,9,21.8798382115,23.198455828,0,23.59765625,0,0.080939,heating,0.147836782269,44.3510346808,-0.000942765882302,False,0.0565659529381,0.00692398890845,0,0.0413420289721,0.00829993505753,day,22,24,0,0.339423954487,0.63065046072
163,17745.5,17746,1800,21.8798370361,23.1984558105,24,20,324.728302002,180,0.70710682869,-0.707106769085,17.2520446777,23.59765625,17.2520446777,23.59765625,0,23.59765625,0,0.080939,24,20.6,510.1311855,180,10,22.1551231081,23.5939774622,0,23.59765625,0,0.080939,heating,0.0119596814017,3.58790442051,-0.000429356857215,False,0.0257614114329,0.00741891251154,0,0.0100425638638,0.00829993505753,day,22,24,0,0.3472892344,0.661075174809
164,17746,17746.5,1800,22.155122757,23.5939769745,24,20.5999984741,510.131195068,180,0.5,-0.866025388241,17.2520446777,23.59765625,17.2520446777,23.59765625,0,23.59765625,0,0.080939,24,21.2,538.3897064,180,10,22.4366643119,23.7763636603,154.3937692,23.59765625,4.50959507505,0.0916283476764,heating,0,0,-0.000279118405222,False,0.0167471043133,0.00808496162246,0,3.40673658583e-05,0.00862807532498,day,22,24,0,0.355333268642,0.675104916096
165,17746.5,17747,1800,22.4366645813,23.7763633728,24,21.1999969482,538.389709473,180,0.5,-0.866025388241,17.2520446777,23.59765625,17.2520446777,23.59765625,154.3937692,23.59765625,4.50959507505,0.0916283476764,24,21.8,648.0742248,180,11,22.7330345398,23.9930336224,702.49425774,23.59765625,17.5032779224,0.122428007345,cooling,0,0,-0.000358284842323,False,0.0214970905394,0.0109533878879,0,0,0.0105437026515,day,22,24,0,0.3638009727,0.691771805286
166,17747,17747.5,1800,22.7330341339,23.9930343628,24,21.7999992371,648.074279785,180,0.258819103241,-0.965925812721,16.6158790588,23.7351207733,16.6158790588,23.7351207733,702.49425774,23.59765625,17.5032779224,0.122428007345,24,22.3,673.4987,180,11,23.008916919,24.0357726295,1204.16886543,23.7351207733,26.7486696024,0.144342880948,cooling,0,0,-0.00182354272935,False,0.0289241474085,0.0154430871307,0,0,0.0134810602777,day,22,24,0.0357726294899,0.371683329344,0.695059418678
167,17747.5,17748,1800,23.0089168549,24.0357723236,24,22.2999992371,673.498718262,180,0.258819103241,-0.965925812721,16.6158790588,23.7351207733,16.6158790588,23.7351207733,1204.16886543,23.7351207733,26.7486696024,0.144342880948,24,22.8,723.9465739,180,12,23.2680510204,24.1048965217,1826.77633992,23.7351207733,39.8605521408,0.175422716013,cooling,0,0,-0.00456032560705,False,0.0376023625289,0.0194651714614,0,0,0.0181371910675,day,22,24,0.104896521731,0.379087179899,0.700376629829
168,17748,17748.5,1800,23.2680511475,24.1048965454,24,22.8000030518,723.946594238,180,0,-1,16.6158790588,23.7351207733,16.6158790588,23.7351207733,1826.77633992,23.7351207733,39.8605521408,0.175422716013,24,23.1,735.2223364,180,12,23.4959431937,24.0964380227,2495.61674838,23.7351207733,53.2095050035,0.207064492246,cooling,0,0,-0.00444377880809,False,0.0496411773711,0.0242311725221,0,0,0.025410004849,day,22,24,0.0964380227174,0.385598391294,0.699725985527
169,17748.5,17749,1800,23.4959449768,24.0964374542,24,23.0999984741,735.222351074,180,0,-1,16,26,16,26,2495.61674838,23.7351207733,53.2095050035,0.207064492246,24,23.5,726.2296871,180,13,23.7841416627,25.0398977229,0,26,0,0.080939,heating,0.337780335564,101.334100669,-0.0405219034356,False,0.0915443295623,0.00856482301106,0,0.0746795714937,0.00829993505753,day,22,24,1.03989772292,0.393832623959,0.772299826145
170,17749,17749.5,1800,23.7841415405,25.0398979187,24,23.5,726.229675293,180,-0.258819043636,-0.965925812721,16,26,16,26,0,26,0,0.080939,24,23.7,715.3576322,180,13,24.0830234667,25.2200396116,0,26,0,0.080939,heating,0.268575017779,80.5725053336,-0.0468514827404,False,0.0659998384078,0.0088863471375,0,0.0488135562128,0.00829993505753,day,22,24,1.22003961156,0.402372092009,0.786156892776
171,17749.5,17750,1800,24.0830230713,25.2200393677,24,23.6999969482,715.35760498,180,-0.258819043636,-0.965925812721,16,26,16,26,0,26,0,0.080939,24,23.9,644.9089318,180,14,24.3400040653,25.2711930433,0,26,0,0.080939,heating,0.249044350161,74.7133050484,-0.0486728156113,False,0.0601845893422,0.00884502152757,0,0.0430396327571,0.00829993505753,day,22,24,1.27119304326,0.409714400768,0.790091753006
172,17750,17750.5,1800,24.3400039673,25.2711925507,24,23.8999977112,644.908935547,180,-0.5,-0.866025388241,14.5,26,14.5,26,0,26,0,0.080939,24,24,614.8040202,180,14,24.5562026536,25.2739396425,0,26,0,0.080939,heating,0.2466639863,73.9991958901,-0.0487734668726,False,0.0600438168212,0.010101835418,0,0.0416420463457,0.00829993505753,day,22,24,1.27393964246,0.415891498327,0.790303051472
173,17750.5,17751,1800,24.5562019348,25.27394104,24,24,614.804016113,180,-0.5,-0.866025388241,14.5,26,14.5,26,0,26,0,0.080939,24,24.1,489.5666343,180,15,24.7143079675,25.2032974106,0,26,0,0.080939,heating,0.268070242599,80.4210727798,-0.0461567479643,False,0.0619857039181,0.00998515097986,0,0.0437006178807,0.00829993505753,day,22,24,1.20329741064,0.420408785343,0.784869015217
174,17751,17751.5,1800,24.714307785,25.2032966614,24,24.0999984741,489.566650391,180,-0.707106769085,-0.707106769085,14.5,26,14.5,26,0,26,0,0.080939,24,24.1,432.9948978,180,15,24.8352093925,25.1922007596,0,26,0,0.080939,heating,0.271708008683,81.5124026048,-0.0457675579546,False,0.0636017681583,0.00995757654479,0,0.045344256556,0.00829993505753,day,22,24,1.19220075961,0.423863112926,0.784015417099
175,17751.5,17752,1800,24.8352088928,25.192199707,24,24.0999984741,432.994903564,180,-0.707106769085,-0.707106769085,14.5,26,14.5,26,0,26,0,0.080939,24,24.1,273.3120913,180,16,24.8964214728,25.0329266349,0,26,0,0.080939,heating,0.321704605007,96.5113815021,-0.0398834912553,False,0.0689245467298,0.00986675551898,0,0.0507578561533,0.00829993505753,day,22,24,1.03292663493,0.425612032413,0.771763563156
176,17752,17752.5,1800,24.8964214325,25.0329265594,24,24.0999984741,273.312103271,180,-0.866025388241,-0.5,14.5,26,14.5,26,0,26,0,0.080939,24,23.9,211.5331912,180,16,24.922027727,24.9651006036,0,26,0,0.080939,heating,0.344678481418,103.403544425,-0.0374323122829,False,0.0744623788786,0.00993479557145,0,0.0562276482496,0.00829993505753,day,22,24,0.965100603598,0.426343649626,0.766546189785
177,17752.5,17753,1800,24.9220275879,24.9650993347,24,23.8999977112,211.533187866,180,-0.866025388241,-0.5,14.5,26,14.5,26,0,26,0,0.080939,24,23.7,128.0335723,180,17,24.913991086,24.8596589221,0,26,0,0.080939,heating,0.37864581781,113.593745343,-0.0335607906077,False,0.0794148618431,0.0100081088958,0,0.0611068178898,0.00829993505753,day,22,24,0.859658922053,0.426114022732,0.758435308933
178,17753,17753.5,1800,24.9139900208,24.8596591949,24,23.6999969482,128.033569336,180,-0.965925812721,-0.258819043636,16,26,16,26,0,26,0,0.080939,24,23.2,90.46356319,180,17,24.8890313525,24.8691417229,0,26,0,0.080939,heating,0.376537154084,112.961146225,-0.0339287075341,False,0.0801535754787,0.00897449320457,0,0.0628791472166,0.00829993505753,day,22,24,0.869141722919,0.425400882959,0.759164750576
179,17753.5,17754,1800,24.8890304565,24.869140625,24,23.2000007629,90.4635696411,180,-0.965925812721,-0.258819043636,16,26,16,26,0,26,0,0.080939,24,22.7,57.42,50,18,24.8246229424,24.5765866145,0,26,0,0.080939,heating,0.469500458902,140.850137671,-0.023122307859,False,0.090018588862,0.00911346570587,0,0.0726051880986,0.00829993505753,day,22,24,0.576586614525,0.423560649157,0.736660480499
180,17754,17754.5,1800,24.8246231079,24.5765857697,24,22.7000007629,57.4200019836,50,-1,0,16,26,16,26,0,26,0,0.080939,24,22.7,41.25,50,18,24.7497158305,24.5061680004,0,26,0,0.080939,heating,0.495480856627,148.644256988,-0.0206203484006,False,0.0983429031722,0.00895336134778,0,0.0810896067669,0.00829993505753,day,22,24,0.506168000384,0.421420454979,0.731243669987
181,17754.5,17755,1800,24.7497158051,24.5061683655,24,22.7000007629,41.25,50,-1,0,17.7000007629,18,17.7000007629,18,0,26,0,0.080939,24,20.4,25.08,50,19,24.5123185819,23.2303975439,1951.85050964,18,100,0.317974642857,cooling,0,0,-0.00205637886023,False,0.123382731614,0.041599555967,0,0,0.0817831756467,day,22,24,0,0.414637684822,0.633107483387
182,17755,17755.5,1800,24.5123176575,23.2303962708,24,20.4000015259,25.0799999237,50,-0.965925812721,0.258819103241,17.7000007629,18,17.7000007629,18,1951.85050964,18,100,0.317974642857,24,19.4,10.395,50,19,24.2173920284,22.9922251734,1951.85050964,18,100,0.317974642857,cooling,0,0,-0.00202267268127,False,0.121360360876,0.0389313045126,0,0,0.0824290563639,day,22,24,0,0.406211197376,0.614786565304
183,17755.5,17756,1800,24.2173919678,22.992225647,24,19.4000015259,10.3949995041,50,-0.965925812721,0.258819103241,17.7000007629,18,17.7000007629,18,1951.85050964,18,100,0.317974642857,24,18.4,13.5123849,50,20,23.9258127978,22.8378953447,1951.85050964,18,100,0.317974642857,cooling,0,0,-0.00202027376833,False,0.1212164261,0.0387873697362,0,0,0.0824290563639,day,22,24,0,0.397880375385,0.602915048599
184,17756,17756.5,1800,23.9258117676,22.8378944397,24,18.4000015259,13.5123853683,50,-0.866025388241,0.5,17.7000007629,18,17.7000007629,18,1951.85050964,18,100,0.317974642857,24,17.9,0,50,20,23.6461004419,22.672641306,1951.85050964,18,100,0.317974642857,cooling,0,0,-0.00200781423632,False,0.120468854179,0.0380397978153,0,0,0.0824290563639,day,22,24,0,0.389888584614,0.590203166008
185,17756.5,17757,1800,23.6460990906,22.6726417542,24,17.9000015259,0,50,-0.866025388241,0.5,14.5,26,14.5,26,1951.85050964,18,100,0.317974642857,24,17.5,0,50,21,23.4971315293,23.6913072976,0,26,0,0.080939,heating,0.779376708085,233.813012425,-0.00276086442047,False,0.165651865228,0.0112933007036,0,0.146058629467,0.00829993505753,night,15,28,0,0.38563233614,0.668562114239
186,17757,17757.5,1800,23.4971313477,23.6913070679,24,17.5,0,50,-0.707106769085,0.70710682869,14.5,26,14.5,26,0,26,0,0.080939,24,17.1,0,50,21,23.4044723489,23.6996718485,0,26,0,0.080939,heating,0.764903101169,229.470930351,-0.00245987359182,False,0.147592415509,0.0118569152145,0,0.127435565237,0.00829993505753,night,15,28,0,0.382984936237,0.669205546379
187,17757.5,17758,1800,23.4044723511,23.699672699,24,17.0999984741,0,50,-0.707106769085,0.70710682869,14.5,26,14.5,26,0,26,0,0.080939,24,16.7,0,50,22,23.3148927269,23.6573028261,0,26,0,0.080939,heating,0.778467931247,233.540379374,-0.00248201088898,False,0.148920653339,0.0118716667799,0,0.128749051501,0.00829993505753,night,15,28,0,0.380425512791,0.665946364403
188,17758,17758.5,1800,23.3148918152,23.6573028564,24,16.7000007629,0,50,-0.5,0.866025447845,14.5,26,14.5,26,0,26,0,0.080939,24,16.5,0,50,22,23.2296508547,23.613962386,0,26,0,0.080939,heating,0.792995325021,237.898597506,-0.00252153948999,False,0.151292369399,0.0118307773241,0,0.131161657018,0.00829993505753,night,15,28,0,0.377990037203,0.662612497807
